"name";"state";"Women";"American Indian / Alaska Native";"Asian";"Black";"Hispanic";"Native Hawaiian / Pacific Islander";"White";"Two Or More Races";"Unknown";"Non-Resident Foreign";"Total Minority";"total_enrollment";"early_career_pay";"mid_career_pay";"make_world_better_percent";"stem_percent";"type";"degree_length";"room_and_board";"in_state_tuition";"in_state_total";"out_of_state_tuition";"out_of_state_total";"On Campus";"Off Campus"
"Southwest University at El Paso";"Texas";797;0;3;34;1260;0;38;0;2;0;1297;1337;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27050
"American National University";"Virginia";1032;1;8;383;37;0;676;22;203;7;451;1337;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30452
"Bladen Community College";"North Carolina";932;203;0;486;49;0;554;7;35;0;745;1334;NA;NA;NA;NA;"Public";"2 Year";NA;2528;2528;8672;8672;NA;16982
"Wheelock College";"Massachusetts";1183;1;43;159;130;0;725;34;212;27;367;1331;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Central Penn College";"Pennsylvania";861;6;23;285;11;0;848;0;157;0;325;1330;NA;NA;NA;NA;"For Profit";"4 Year";8094;18714;26808;18714;26808;28830;28164
"West Shore Community College";"Michigan";790;27;4;17;98;0;1123;31;27;3;177;1330;NA;NA;NA;NA;"Public";"2 Year";NA;3476;3476;7286;7286;NA;13702
"Hope International University";"California";743;7;60;93;225;11;536;128;264;5;524;1329;NA;NA;NA;NA;"Private";"4 Year";10490;33400;43890;33400;43890;49047;53344
"University of Maine at Fort Kent";"Maine";911;10;6;34;19;2;840;25;279;112;96;1327;43500;76300;73;5;"Public";"4 Year";8220;8115;16335;12315;20535;19835;19115
"Ozarka College";"Arkansas";958;6;5;8;17;1;1289;0;0;0;37;1326;NA;NA;NA;NA;"Public";"2 Year";NA;3640;3640;6580;6580;15344;15959
"Dean College";"Massachusetts";708;5;23;179;72;1;654;38;236;117;318;1325;NA;NA;NA;NA;"Private";"2 Year";16836;39734;56570;39734;56570;58770;51909
"Claremont McKenna College";"California";630;1;142;54;154;1;559;101;87;225;453;1324;68500;125400;43;16;"Private";"4 Year";16705;54405;71110;54405;71110;73810;73336
"Mount Ida College";"Massachusetts";873;3;32;140;144;1;775;38;97;90;358;1320;NA;NA;NA;NA;"Private";"4 Year";13680;35720;49400;35720;49400;NA;NA
"Texas Lutheran University";"Texas";692;6;15;102;407;0;721;17;50;2;547;1320;NA;NA;NA;NA;"Private";"4 Year";9720;30050;39770;30050;39770;43310;42430
"Touro University Nevada";"Nevada";740;0;313;28;50;10;789;56;73;0;457;1319;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DeVry University of Arizona";"Arizona";465;43;58;128;309;6;736;16;3;19;560;1318;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University of Arkansas Community College at Batesville";"Arkansas";876;12;12;41;65;3;1118;56;5;3;189;1315;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Concorde Career College-Memphis Metro Area";"Tennessee";1155;5;10;797;36;6;397;47;12;0;901;1310;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Westminster College (Pa.)";"Pennsylvania";772;4;11;44;12;0;1025;27;181;3;98;1307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Greenville College";"Illinois";668;0;10;119;56;1;989;28;74;30;214;1307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"John Marshall Law School (Ill.)";"Illinois";649;5;84;156;116;3;794;17;84;48;381;1307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Beloit College";"Wisconsin";757;5;32;60;109;3;909;22;33;130;231;1303;47400;85700;59;24;"Private";"4 Year";8830;50040;58870;50040;58870;61584;62586
"Hibbing Community College";"Minnesota";760;18;6;56;34;2;1112;50;23;1;166;1302;NA;NA;NA;NA;"Public";"2 Year";3380;5336;8716;5336;8716;16710;16710
"Livingstone College";"North Carolina";612;7;2;1142;13;0;4;0;133;0;1164;1301;NA;NA;NA;NA;"Private";"4 Year";6794;18297;25091;18297;25091;28390;26287
"Heald College at Fresno (Calif.)";"California";916;12;87;101;783;4;172;7;135;0;994;1301;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Austin College";"Texas";673;14;180;86;254;1;723;4;5;34;539;1301;NA;NA;NA;NA;"Private";"4 Year";12527;39985;52512;39985;52512;55137;46805
"Westmont College";"California";783;2;92;20;175;2;847;100;41;21;391;1300;NA;NA;NA;NA;"Private";"4 Year";14296;45304;59600;45304;59600;62600;57754
"Catawba College";"North Carolina";691;12;15;265;48;0;895;28;3;34;368;1300;NA;NA;NA;NA;"Private";"4 Year";10488;30520;41008;30520;41008;45842;44402
"Monmouth College";"Illinois";708;8;19;145;171;1;831;16;60;49;360;1300;NA;NA;NA;NA;"Private";"4 Year";8966;37674;46640;37674;46640;49590;46124
"East Texas Baptist University";"Texas";680;8;4;270;140;2;797;43;10;25;467;1299;NA;NA;NA;NA;"Private";"4 Year";9079;26370;35449;26370;35449;38787;34754
"Oklahoma Panhandle State University";"Oklahoma";714;43;17;135;211;0;796;34;40;22;440;1298;42300;74400;54;10;"Public";"4 Year";4695;8194;12889;9133;13828;16421;18845
"Kaplan College at San Diego";"California";981;12;269;128;422;30;373;0;62;1;861;1297;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Halifax Community College";"North Carolina";824;30;4;680;24;46;477;14;14;4;798;1293;NA;NA;NA;NA;"Public";"2 Year";NA;2452;2452;8212;8212;NA;10758
"North Florida Community College";"Florida";877;2;9;258;77;1;917;0;20;5;347;1289;NA;NA;NA;NA;"Public";"2 Year";NA;3179;3179;12095;12095;NA;12754
"Judson University (Ill.)";"Illinois";764;2;16;100;161;3;793;26;149;38;308;1288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Columbus College of Art & Design";"Ohio";837;3;46;106;60;1;876;57;52;87;273;1288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Vatterott College-NorthPark (Mo.)";"Missouri";581;8;0;1179;4;0;79;9;8;0;1200;1287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Harris-Stowe State University";"Missouri";866;1;2;1058;22;0;98;31;59;9;1114;1280;NA;NA;NA;NA;"Public";"4 Year";9250;5340;14590;9973;19223;21778;18939
"Art Institute of Pittsburgh";"Pennsylvania";659;12;14;252;80;6;755;0;161;0;364;1280;NA;NA;NA;NA;"For Profit";"4 Year";2758;23376;26134;23376;26134;NA;NA
"Quincy University";"Illinois";749;7;19;121;39;7;871;16;193;6;209;1279;NA;NA;NA;NA;"Private";"4 Year";10500;28462;38962;28462;38962;42462;41922
"Crown College (Minn.)";"Minnesota";668;9;79;87;63;3;966;21;8;42;262;1278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Rockford University";"Illinois";780;0;23;110;57;1;858;102;112;14;293;1277;NA;NA;NA;NA;"Private";"4 Year";8660;30930;39590;30930;39590;44270;43780
"Marylhurst University";"Oregon";853;8;31;74;72;8;879;35;61;105;228;1273;46200;79800;63;0;"Private";"4 Year";NA;20835;20835;20835;20835;NA;NA
"Tri-County Community College";"North Carolina";794;30;8;23;24;1;1151;9;27;0;95;1273;NA;NA;NA;NA;"Public";"2 Year";NA;2339;2339;8099;8099;NA;16178
"Albion College";"Michigan";631;3;23;47;46;1;999;33;79;37;153;1268;52100;99300;44;23;"Private";"4 Year";12380;45775;58155;45775;58155;59470;59470
"East Arkansas Community College";"Arkansas";826;5;14;464;17;1;757;10;0;0;511;1268;NA;NA;NA;NA;"Public";"2 Year";NA;2880;2880;3720;3720;NA;16316
"Simpson University (Calif.)";"California";833;27;47;35;143;1;802;45;148;19;298;1267;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Charlotte School of Law";"North Carolina";756;23;44;461;69;3;623;12;31;1;612;1267;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Mesabi Range Community & Technical College";"Minnesota";626;23;5;68;28;1;972;56;109;3;181;1265;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lincoln College";"Illinois";729;5;7;480;62;0;639;39;27;5;593;1264;NA;NA;NA;NA;"Private";"2 Year";7700;18600;26300;18600;26300;35580;38071
"Lincoln College of Technology at Denver";"Colorado";55;34;13;44;365;3;490;58;256;0;517;1263;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Georgetown College";"Kentucky";752;3;11;105;38;0;1026;34;27;18;191;1262;45000;81900;54;10;"Private";"4 Year";9780;38650;48430;38650;48430;51930;52204
"Lane College";"Tennessee";606;0;0;1262;0;0;0;0;0;0;1262;1262;NA;NA;NA;NA;"Private";"4 Year";7270;10690;17960;10690;17960;21900;22508
"West Virginia University Institute of Technology";"West Virginia";493;5;18;83;54;0;958;32;26;85;192;1261;NA;NA;NA;NA;"Public";"4 Year";11390;7464;18854;18648;30038;22374;19324
"Paul D. Camp Community College";"Virginia";819;11;9;442;38;1;709;40;9;0;541;1259;NA;NA;NA;NA;"Public";"2 Year";NA;4730;4730;10768;10768;NA;NA
"Southwest Florida College";"Florida";982;11;16;195;279;3;701;41;2;11;545;1259;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Linn State Technical College";"Missouri";211;3;3;11;13;1;1196;10;22;0;41;1259;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Hiram College";"Ohio";673;3;14;200;46;3;859;28;67;39;294;1259;NA;NA;NA;NA;"Private";"4 Year";10290;34300;44590;34300;44590;49815;49053
"Dabney S. Lancaster Community College";"Virginia";738;8;5;46;23;0;1119;41;15;0;123;1257;NA;NA;NA;NA;"Public";"2 Year";NA;4710;4710;10008;10008;NA;NA
"Louisiana College";"Louisiana";669;10;12;280;40;1;780;12;51;70;355;1256;44800;79800;58;4;"Private";"4 Year";5618;17000;22618;17000;22618;27038;30592
"Heald College at Milpitas (Calif.)";"California";826;8;162;32;375;14;78;36;550;0;627;1255;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"California Institute of Integral Studies";"California";906;7;54;74;126;4;758;71;54;103;336;1251;NA;NA;NA;NA;"Private";"4 Year";NA;20230;20230;20230;20230;NA;NA
"Mitchell Technical Institute";"South Dakota";439;42;3;2;13;0;1167;17;1;0;77;1245;NA;NA;NA;NA;"Public";"2 Year";NA;6300;6300;6300;6300;NA;16372
"South College (Tenn.)";"Tennessee";859;3;77;120;21;0;987;22;11;0;243;1241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Heritage University (Wash.)";"Washington";919;56;20;14;588;1;429;47;78;8;726;1241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DeVry University of Virginia";"Virginia";488;9;44;540;115;6;378;21;72;54;735;1239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University suline College";"Ohio";1129;3;16;290;27;0;829;26;35;10;362;1236;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Mount Marty College";"South Dakota";727;29;13;34;64;5;1089;0;2;0;145;1236;NA;NA;NA;NA;"Private";"4 Year";7986;27276;35262;27276;35262;40888;41600
"Heald College at Concord (Calif.)";"California";884;10;112;221;304;37;269;64;215;0;748;1232;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"John F. Kennedy University";"California";918;21;103;140;153;14;609;54;94;42;485;1230;NA;NA;NA;NA;"Private";"4 Year";NA;18261;18261;18261;18261;NA;NA
"Heidelberg University";"Ohio";623;2;22;70;33;2;907;38;153;3;167;1230;NA;NA;NA;NA;"Private";"4 Year";10400;31000;41400;31000;41400;44400;38968
"Montana State University -Northern";"Montana";611;154;15;17;15;4;942;5;60;18;210;1230;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metropolitan College of New York";"New York";862;13;29;727;243;2;62;15;95;42;1029;1228;NA;NA;NA;NA;"Private";"4 Year";NA;19454;19454;19454;19454;NA;33154
"Itasca Community College";"Minnesota";551;44;5;68;34;1;978;56;10;26;208;1222;NA;NA;NA;NA;"Public";"2 Year";5920;5920;11840;7102;13022;17147;19493
"Clarkson College";"Nebraska";1072;7;29;53;36;2;951;19;124;0;146;1221;50900;91500;74;0;"Private";"4 Year";5398;16920;22318;16920;22318;26842;27442
"Columbia College (S.C.)";"South Carolina";1054;5;14;449;56;1;626;43;8;19;568;1221;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coker College";"South Carolina";741;8;3;418;32;0;643;0;100;15;461;1219;NA;NA;NA;NA;"Private";"4 Year";9090;29328;38418;29328;38418;42048;38880
"Ringling College of Art and Design";"Florida";726;11;92;32;181;1;670;27;13;192;344;1219;NA;NA;NA;NA;"Private";"4 Year";15070;46420;61490;46420;61490;67554;68154
"Luther Rice University";"Georgia";343;0;27;514;30;0;641;0;1;5;571;1218;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Young Harris College";"Georgia";701;3;10;75;49;4;932;22;34;89;163;1218;NA;NA;NA;NA;"Private";"4 Year";12372;29117;41489;29117;41489;43389;36568
"James Sprunt Community College";"North Carolina";826;4;3;384;183;2;618;16;0;3;592;1213;NA;NA;NA;NA;"Public";"2 Year";NA;2501;2501;8645;8645;NA;14788
"Maryville College";"Tennessee";656;9;14;135;34;2;951;32;6;30;226;1213;42800;75300;68;16;"Private";"4 Year";11424;34880;46304;34880;46304;50254;50254
"Hastings College";"Nebraska";591;6;16;41;67;4;1010;33;13;22;167;1212;48600;87100;55;14;"Private";"4 Year";9700;30050;39750;30050;39750;44678;44678
"William Jessup University";"California";720;11;40;56;194;6;830;39;33;3;346;1212;NA;NA;NA;NA;"Private";"4 Year";11320;32950;44270;32950;44270;49747;53494
"Eastern Nazarene College";"Massachusetts";834;6;20;262;145;3;678;37;30;30;473;1211;NA;NA;NA;NA;"Private";"4 Year";9624;25598;35222;25598;35222;41414;41414
"Huntington University";"Indiana";708;6;7;30;44;1;1054;26;0;41;114;1209;NA;NA;NA;NA;"Private";"4 Year";8668;26180;34848;26180;34848;38222;37158
"Medical College of Wisconsin";"Wisconsin";579;1;95;33;67;0;743;127;93;50;323;1209;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Career Point College at San Antonio";"Texas";1108;0;0;383;475;0;350;0;0;0;858;1208;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Northwestern College (Iowa)";"Iowa";709;2;13;17;61;1;999;24;49;39;118;1205;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ohio State University at Marion";"Ohio";648;4;50;63;43;2;989;28;24;1;190;1204;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bastyr University";"Washington";989;6;121;43;42;0;775;73;67;75;285;1202;48400;86300;NA;0;"Private";"4 Year";7590;26166;33756;26166;33756;NA;NA
"Fielding Graduate University";"California";892;25;51;165;117;3;658;42;136;4;403;1201;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dillard University";"Louisiana";871;0;0;1108;6;0;4;9;47;26;1123;1200;44700;79800;74;20;"Private";"4 Year";10100;18099;28199;18099;28199;33684;33014
"Wilmington College (Ohio)";"Ohio";648;7;2;109;22;0;933;40;77;10;180;1200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Clarke University";"Iowa";836;1;9;33;44;0;1059;16;25;13;103;1200;44900;80200;52;6;"Private";"4 Year";9600;33350;42950;33350;42950;47400;47400
"Lincoln Technical Institute at Indianapolis (Ind.)";"Indiana";35;4;15;140;40;0;824;95;78;3;294;1199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Mercy College of Northwest Ohio";"Ohio";1029;2;19;97;49;1;959;29;40;0;197;1196;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pioneer Pacific College at Wilsonville (Ore.)";"Oregon";862;37;39;35;174;11;850;23;26;0;319;1195;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Art Institute of Washington at Arlington (Va";"Washington";516;9;38;580;158;14;186;0;210;0;799;1195;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Haverford College";"Pennsylvania";632;4;100;69;102;0;766;70;11;72;345;1194;59300;112300;47;36;"Private";"4 Year";16402;54592;70994;54592;70994;73902;73902
"Strayer University at Washington, D.C.District o";"Washington";723;7;20;940;73;2;50;21;37;42;1063;1192;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Holy Names University";"California";830;6;179;260;305;37;292;21;53;38;808;1191;NA;NA;NA;NA;"Private";"4 Year";13190;39316;52506;39316;52506;57674;60802
"North Central University";"Minnesota";734;2;14;31;65;1;668;36;367;7;149;1191;NA;NA;NA;NA;"Private";"4 Year";7400;24240;31640;24240;31640;36454;36454
"Art Institute of Austin";"Texas";482;8;18;178;413;11;429;0;132;0;628;1189;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ohio State University at Mansfield";"Ohio";668;2;27;100;35;0;968;29;27;0;193;1188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Central Methodist University , College of Liberal Arts and Sciences";"Missouri";614;7;4;92;31;1;954;33;33;30;168;1185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Birmingham-Southern College";"Alabama";550;12;62;130;23;0;946;6;6;0;233;1185;NA;NA;NA;NA;"Private";"4 Year";12350;17650;30000;17650;30000;NA;NA
"Lakes Region Community College";"New Hampshire";623;5;13;7;15;1;787;11;344;0;52;1183;NA;NA;NA;NA;"Public";"2 Year";NA;6720;6720;14970;14970;23622;27754
"DeVry University of Pennsylvania";"Pennsylvania";538;1;34;347;64;0;373;16;317;28;462;1180;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Wisconsin Lutheran College";"Wisconsin";654;7;13;63;56;1;974;26;17;22;166;1179;46200;82500;45;10;"Private";"4 Year";10190;29725;39915;29725;39915;43035;43523
"Pacific Oaks College";"California";1082;4;50;152;541;8;318;12;87;4;767;1176;NA;NA;NA;NA;"Private";"4 Year";NA;34830;34830;34830;34830;NA;NA
"Covenant College";"Georgia";689;4;22;32;34;2;1000;23;26;30;117;1173;44400;79400;62;19;"Private";"4 Year";10260;34330;44590;34330;44590;47430;41750
"Salem Community College";"New Jersey";690;7;20;201;55;5;625;52;208;0;340;1173;NA;NA;NA;NA;"Public";"2 Year";NA;5070;5070;6600;6600;NA;22950
"Pennsylvania State University at York";"Pennsylvania";532;4;65;70;72;3;783;23;48;104;237;1172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"College of Health Care Professions-Northwest";"Texas";1048;6;21;393;438;2;283;28;1;0;888;1172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Baptist College of Health Sciences";"Tennessee";1067;0;22;497;23;0;604;3;21;0;545;1170;NA;NA;NA;NA;"Private";"4 Year";2900;14700;17600;14700;17600;NA;NA
"Le Cordon Bleu College of Culinary Arts at Atlanta";"Georgia";631;2;40;634;42;2;160;38;252;0;758;1170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Hannibal-La Grange University";"Missouri";675;4;6;37;14;5;991;12;6;92;78;1167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Saint Joseph's College (Ind.)";"Indiana";696;6;6;96;47;0;948;28;24;11;183;1166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MGH Institute of Health Professions";"Massachusetts";952;7;143;49;69;2;745;0;151;0;270;1166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Central Christian College of Kansas";"Kansas";576;19;11;210;107;5;536;17;252;8;369;1165;37100;66100;NA;2;"Private";"4 Year";8286;26674;34960;26674;34960;30280;31280
"Milligan College";"Tennessee";760;3;15;46;52;2;987;19;8;32;137;1164;41200;74900;63;5;"Private";"4 Year";7100;33700;40800;33700;40800;43802;45700
"Boricua College";"New York";876;0;0;170;957;3;10;0;23;0;1130;1163;NA;NA;NA;NA;"Private";"4 Year";NA;11025;11025;11025;11025;NA;26225
"Warner University";"Florida";578;3;11;466;151;9;447;24;29;21;664;1161;NA;NA;NA;NA;"Private";"4 Year";8520;21840;30360;21840;30360;33568;38951
"Huntingdon College";"Alabama";572;14;9;229;29;2;738;30;101;8;313;1160;42400;78900;69;14;"Private";"4 Year";9750;27400;37150;27400;37150;38485;36485
"Lake Erie College";"Ohio";587;4;8;164;20;0;863;28;29;39;224;1155;NA;NA;NA;NA;"Private";"4 Year";9908;31422;41330;31422;41330;45510;52090
"Art Institute of Dallas, a Campus of South University";"Texas";583;6;36;202;283;5;354;33;236;0;565;1155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Wright State University Lake Campus";"Ohio";613;3;9;38;24;0;1028;24;4;17;98;1147;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Otis College of Art and Design";"California";772;11;324;48;118;4;279;72;46;244;577;1146;NA;NA;NA;NA;"Private";"4 Year";15100;44580;59680;44580;59680;66160;62860
"Colorado Northwestern Community College";"Colorado";673;13;6;32;121;3;847;38;77;8;213;1145;NA;NA;NA;NA;"Public";"2 Year";7370;4906;12276;7885;15255;18642;22819
"Hanover College";"Indiana";663;7;16;55;26;0;928;21;29;63;125;1145;47500;85100;53;24;"Private";"4 Year";11580;37670;49250;37670;49250;51950;51950
"College of Idaho";"Idaho";600;6;32;22;175;5;725;24;76;79;264;1144;NA;NA;NA;NA;"Private";"4 Year";9697;30155;39852;30155;39852;NA;NA
"Musicians Institute";"California";237;11;37;75;151;4;329;70;61;404;348;1142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42255;42255
"Brooklyn Law School";"New York";529;2;132;52;90;1;748;31;62;23;308;1141;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Midway College";"Kentucky";948;1;6;98;41;2;864;19;75;34;167;1140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University ion College (Ky.)";"Kentucky";587;6;7;93;19;2;913;24;17;58;151;1139;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Nicolet Area Technical College";"Wisconsin";724;44;10;5;14;0;1034;32;0;0;105;1139;NA;NA;NA;NA;"Public";"2 Year";NA;4404;4404;6437;6437;NA;17206
"Thomas University";"Georgia";708;2;14;287;41;4;493;0;255;42;348;1138;NA;NA;NA;NA;"Private";"4 Year";4800;16940;21740;16940;21740;27180;25460
"University of Maine at Presque Isle";"Maine";731;28;4;12;13;0;850;28;133;70;85;1138;39000;70700;58;6;"Public";"4 Year";8406;8035;16441;12235;20641;19941;17385
"Howard Payne University";"Texas";560;3;4;88;243;1;731;35;32;0;374;1137;NA;NA;NA;NA;"Private";"4 Year";8386;28090;36476;28090;36476;40566;38060
"WyoTech at Long Beach";"California";107;6;46;139;686;18;160;64;17;0;959;1136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Briar Cliff University";"Iowa";669;8;18;62;99;1;894;19;0;34;207;1135;NA;NA;NA;NA;"Private";"4 Year";9020;31964;40984;31964;40984;44486;44362
"Stanbridge College";"California";817;6;293;43;340;0;328;0;123;0;682;1133;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Rasmussen College at Green Bay (Wis.)";"Wisconsin";949;21;21;11;6;2;744;15;312;0;76;1132;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Jefferson College of Health Sciences";"Virginia";903;1;28;82;40;0;937;14;27;2;165;1131;55500;97600;86;1;"Private";"4 Year";5870;26886;32756;26886;32756;44536;45706
"Art Institute of Charlotte";"North Carolina";609;5;18;603;92;13;298;0;100;0;731;1129;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Schreiner University";"Texas";646;1;8;41;349;0;678;43;0;8;442;1128;NA;NA;NA;NA;"Private";"4 Year";10508;27960;38468;27960;38468;40143;39890
"Pennsylvania State University -Worthington-Scranton";"Pennsylvania";599;0;60;32;65;1;916;26;22;4;184;1126;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"College of Westchester (N.Y.)";"New York";719;5;26;393;479;0;165;24;33;0;927;1125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corban University";"Oregon";674;10;24;18;34;7;876;72;68;16;165;1125;42500;77300;63;1;"Private";"4 Year";10228;33040;43268;33040;43268;46350;46380
"Salus University";"Pennsylvania";809;2;223;66;25;2;717;0;38;51;318;1124;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Johnson University";"Tennessee";506;3;7;39;23;0;980;17;10;45;89;1124;NA;NA;NA;NA;"Private";"4 Year";6700;16060;22760;16060;22760;27062;27900
"Brown Mackie College-Louisville";"Kentucky";867;4;5;450;43;0;599;0;19;0;502;1120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Gogebic Community College";"Michigan";686;38;5;20;6;0;927;0;123;0;69;1119;NA;NA;NA;NA;"Public";"2 Year";5600;4924;10524;7373;12973;16574;17950
"Salem College";"North Carolina";1062;4;31;280;115;0;610;29;40;9;459;1118;NA;NA;NA;NA;"Private";"4 Year";11850;29416;41266;29416;41266;46926;NA
"Averett University Nontraditional Programs";"Virginia";661;4;8;158;8;0;178;0;757;5;178;1118;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University of Great Falls";"Montana";784;19;24;23;92;5;852;19;56;27;182;1117;NA;NA;NA;NA;"Private";"4 Year";9200;25318;34518;25318;34518;NA;NA
"South Texas College of Law";"Texas";510;6;102;81;197;0;634;33;53;10;419;1116;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"National Paralegal College";"Arizona";941;9;15;98;57;7;482;7;439;2;193;1116;NA;NA;NA;NA;"For Profit";"4 Year";NA;7995;7995;7995;7995;NA;20264
"Florida Coastal School of Law";"Florida";623;10;42;286;138;3;562;16;39;19;495;1115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Rochester College";"Michigan";659;1;10;159;22;64;543;23;255;36;279;1113;NA;NA;NA;NA;"Private";"4 Year";7376;24218;31594;24218;31594;33292;31298
"Art Institute of Portland (Ore.)";"Oregon";531;4;18;4;126;1;98;0;860;0;153;1111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bay State College";"Massachusetts";731;3;72;255;130;0;456;84;104;4;544;1108;NA;NA;NA;NA;"For Profit";"2 Year";13300;27750;41050;27750;41050;43620;43620
